paper_id	0	1	2	3	4	5	6	7	8
T9iojz-kOfU	6.0	3.0	6.0	5.0					
Gp91Et4LeRf	3.0	3.0	5.0	5.0	3.0				
DUfpVGCXfwa	5.0	6.0	6.0	3.0					
39z0zPZ0AvB	5.0	8.0	5.0	5.0					
MCe881WzBr0	5.0	5.0	5.0						
SM7XkJouWHm	3.0	6.0	6.0	5.0					
HRwN7IQLUKA	5.0	8.0	3.0						
hWwY_Jq0xsN	6.0	6.0	6.0	5.0					
b3itJyarLM0	5.0	8.0	5.0						
yLCCfzv_8Yx	3.0	1.0	1.0	3.0					
ZpzkcSqsdmX	5.0	6.0	3.0	1.0					
Yg7ExbCxzt6	6.0	5.0	6.0	5.0					
bNozP02z7XO	5.0	5.0	3.0	3.0					
hO8qWILpJ3J	8.0	1.0	3.0	1.0					
P4MUGRM4Acu	6.0	8.0	8.0	8.0					
20gBzEzgtiI	6.0	8.0	3.0						
vFvw8EzQNLy	6.0	3.0	8.0	5.0					
VTYvxbr5E-A	6.0	5.0	3.0	6.0	3.0				
DrtSx1z40Ib	3.0	8.0	6.0	6.0					
LIV7-_7pYPl	6.0	6.0	5.0						
Oh5nigv45PI	5.0	3.0	5.0	3.0					
cfkKMKnqCzb	5.0	3.0	3.0	6.0					
VpYBxaPLaj-	5.0	5.0	3.0	5.0					
IW3vvB8uggX	5.0	6.0	5.0						
JL7Va5Vy15J	8.0	8.0	8.0						
QsCSLPP55Ku	8.0	3.0	6.0						
9EAQVEINuum	3.0	8.0	6.0	5.0					
Ho7W1yr8tV	3.0	5.0	3.0	6.0					
K7CbYQbyYhY	8.0	8.0	8.0	8.0					
dPOLZ2u4SKV	5.0	6.0	5.0						
p_jIy5QFB7	8.0	8.0	5.0	6.0					
GK5m7a3Uy4	3.0	5.0	6.0	5.0	5.0				
lYP6zG2I1i	3.0	1.0	1.0	5.0	6.0				
djfoLX57p9L	3.0	5.0	5.0						
TAVBJ4aHsWt	6.0	5.0	5.0	6.0	6.0				
j1zQGmQQOX1	5.0	6.0	8.0	3.0					
pKu077C57fH	3.0	5.0	1.0	3.0					
G2AA1eB1vVE	5.0	5.0	5.0						
VO-HUrkHSY	3.0	5.0	6.0	3.0					
Kyz1SaAcnd	3.0	6.0	3.0						
vOEXS39nOF	6.0	8.0	6.0	3.0					
5MkYIYCbva	6.0	6.0	5.0	5.0					
guSxooOK9E	6.0	8.0	3.0	6.0					
j8IiQUM33s	6.0	5.0	5.0	6.0					
gOoONbY02OUz	5.0	3.0	3.0						
RIJM-pJF_3K	5.0	3.0	3.0						
uyqks-LILZX	6.0	6.0	8.0	8.0					
_geIwiOyUhZ	6.0	5.0	8.0						
EGIvMUk5duH	3.0	3.0	3.0	6.0					
T6HPzkhaKeS	3.0	6.0	5.0	5.0					
I1Mdyc2Bg5x	5.0	3.0	5.0	3.0					
sSt9fROSZRO	3.0	8.0	6.0	5.0					
PDG4-Y3aboN	6.0	5.0	3.0	8.0	8.0				
b0RuGUYo8pA	5.0	8.0	8.0	5.0					
K75z1mX4VTo	5.0	3.0	5.0	6.0					
_eTZBs-yedr	6.0	3.0	6.0	8.0					
eR2dG8yjnQ	6.0	5.0	8.0						
eQzLwwGyQrb	8.0	8.0	8.0	8.0					
bwss-i6lG45	3.0	1.0	1.0	1.0					
JVlyfHEEm0k	6.0	5.0	3.0	6.0					
h1o7Ry9Zctm	6.0	6.0	6.0						
77lSWa-Tm3Z									
SGQi3LgFnqj	5.0	5.0	6.0	5.0					
fGMKL9dNR1	5.0	5.0	8.0	1.0					
T5nUQDrM4u	6.0	8.0	8.0	5.0					
K1DdnjL6p7	3.0	5.0	3.0						
SKat5ZX5RET	1.0	3.0	3.0	3.0	3.0				
5IND3TXJRb-	5.0	8.0	5.0	6.0					
I8ly64E5Nt	5.0	5.0	6.0	6.0					
SoyOsp7i_l	6.0	6.0	6.0						
bAz2DBS35i	5.0	5.0	6.0	6.0					
fa7PVbrgpj	5.0	6.0	3.0						
R370fuGO7JJ	1.0	3.0	3.0						
47C06k5D2cn	3.0	6.0	6.0						
US0hgxTfU7i	6.0	6.0	3.0	1.0					
Q5uQecAw0vO	6.0	3.0	3.0	5.0					
2a3aR6geXxy	5.0	5.0	3.0						
AfmFjelAqW6	3.0	3.0	3.0	5.0					
Gid_Z_oUV5q	3.0	5.0	5.0	5.0					
nAvBCvT5oA	3.0	3.0	3.0						
a70lGJ-rwy	3.0	5.0	6.0						
WDX-0gwK7C	6.0	8.0	3.0	6.0	8.0				
nAgdXgfmqj	3.0	6.0	5.0	8.0					
mBkUeW8rpD6									
XKq49kJ5mZX	3.0	6.0	5.0	3.0					
S80ioOGLpD9	3.0	6.0	6.0	6.0					
9ZpciCOunFb	5.0	6.0	8.0	5.0					
coLtCLTHFbW	6.0	3.0	6.0						
GKB566-8WkZ	6.0	8.0	5.0						
9rRhMKNOkeT	6.0	5.0	6.0	5.0					
Z2Kgq-czhh	3.0	5.0	5.0	5.0	3.0				
ooxDOe7ZtBe	6.0	8.0	3.0	6.0					
Lr8cOOtYbfL	3.0	8.0	3.0	3.0					
JzrPpPnTUhk	6.0	3.0	5.0	5.0					
lpxeg8dhJ-	3.0	3.0	6.0	5.0					
8gd4M-_Rj1	6.0	6.0	6.0	5.0					
_5Q4covjmH	5.0	5.0	5.0	5.0					
-PL1Gk4jt7	5.0	3.0	5.0	6.0					
YzOEjv-7nP	5.0	6.0	3.0	5.0	6.0				
a6rCdfABJXg	6.0	5.0	6.0	5.0					
xzqyoU4PsUj	3.0	1.0	1.0	3.0					
BW9KtL-bott	3.0	3.0	5.0	3.0					
JgwnZxlxA46	5.0	5.0	3.0	5.0					
adN-ccNeW4d	6.0	5.0	5.0						
_5sMa2sdU4	6.0	3.0	3.0	3.0					
fKemamaw9M	3.0	5.0	5.0	5.0					
3LUxNRrhK1	3.0	3.0	3.0	5.0					
FbRY1XVfwK	3.0	5.0	6.0	8.0					
N3FlFslv_J	5.0	3.0	6.0	6.0					
Zo9MZCOn0u	5.0	5.0	5.0	8.0					
Q-neeWNVv1	8.0	6.0	5.0	6.0	5.0				
2W6ExpOzWGV	6.0	3.0	3.0						
yXk83o735o	3.0	5.0	6.0	3.0					
GUfVNbxIYv	5.0	3.0	5.0	6.0					
ZAgV_f00Mm	6.0	5.0	6.0	5.0					
ubqLbhIzbk	1.0	5.0	5.0						
3IXDfzaJ2LF	6.0	6.0	3.0						
5eCi6tAPc7	5.0	8.0	5.0	3.0					
woOQ5Hb1oOF	5.0	3.0	5.0	1.0					
MT2l4ziaxeE	6.0	8.0	6.0	3.0					
ULnHxczCBaE	8.0	5.0	5.0						
4WjVKtMUOP	3.0	3.0	3.0	5.0					
5mqFra2ZSuf	5.0	6.0	6.0						
3z1Ws6GEYV4	3.0	6.0	3.0						
r8Mu7idxyF	6.0	3.0	6.0	6.0					
WgbcOQMNXB	6.0	5.0	8.0	5.0					
fgaiMgCpZV	3.0	3.0	3.0						
s5GClg38TU	3.0	1.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0
5-X1XzdAWcC	3.0	5.0	3.0	3.0					
TTcpISh-_oI	6.0	3.0	3.0	3.0					
VuuDXDgujAc	5.0	3.0	8.0	6.0					
j3AyKG-H3uM	5.0	6.0	5.0						
JLg5aHHv7j	6.0	8.0	6.0	8.0					
GG0sigkMnxF	1.0	1.0	3.0	1.0					
eHkWu_OXBGt	3.0	8.0	6.0						
r8PDECVumsJ	1.0	3.0	3.0	3.0					
EmABrt4zzz3	3.0	3.0	1.0						
dJruFeSRym1	8.0	5.0	8.0						
JyD-NobfNL_	5.0	1.0	5.0	3.0					
QIRtAqoXwj	5.0	3.0	8.0	5.0					
sdQGxouELX	3.0	6.0	5.0						
QCcrFi7q3u	1.0	5.0	3.0						
kt-dcBQcSA	8.0	8.0	5.0	8.0					
4Fi-5Jiyy5w	3.0	5.0	3.0	3.0					
SdXv2C2-tnj	6.0	5.0	5.0						
ZqvoLWz05jT	3.0	3.0	5.0	3.0					
8NLta1E_BPR	3.0	6.0	3.0	1.0					
T5ADm9PHGeJ	3.0	3.0	5.0	3.0					
TBaS6AqX_F_	3.0	3.0	5.0	6.0					
0Hfv9xPBSPQ	3.0	5.0	5.0						
PvLnIaJbt9	8.0	5.0	6.0	8.0					
h1kEyC8CFI	3.0	3.0	3.0	3.0					
Jpctg2jSnMA	3.0	3.0	5.0	5.0					
vV1aVdCD2WW	6.0	5.0	3.0						
VkPuKTKH2Gx	3.0	1.0	1.0	3.0					
fadoo8Xs6pH	5.0	6.0	3.0						
7WgLZCURXxT	3.0	6.0	3.0	3.0					
xYmlvET9jNU	5.0	3.0	5.0	3.0					
Jp7NLnL3n_1	3.0	3.0	3.0	5.0					
73U_NlKaNx	3.0	3.0	5.0						
SMYdcXjJh1q	8.0	8.0	8.0						
Rkxj1GXn9_	3.0	3.0	8.0	3.0					
qLKammDlpF	1.0	8.0	8.0	5.0					
_3Lk3cUWSI	5.0	5.0	3.0	3.0	1.0				
Qi4oCA89CmO	3.0	5.0	3.0	3.0					
klOPHkfx0ic	6.0	3.0	3.0	5.0					
T2Ncx_PN2K	8.0	8.0	6.0	5.0					
hFUlfiyf1oQ	3.0	5.0	6.0	5.0					
gm0VZ-h-hPy	3.0	8.0	6.0						
Hyan74saltV	3.0	8.0	6.0	3.0					
X6MIKw1XuxF	5.0	1.0	5.0						
op-ceGueqc4	8.0	5.0	5.0	3.0	6.0				
tVrRejrC-RZ	3.0	3.0	3.0						
3oWo92cQyxL	6.0	8.0	6.0	3.0					
33daZzvuzY6	3.0	5.0	5.0	3.0					
brk7Ct4Tb1M	3.0	8.0	3.0	6.0					
PJVZCd4Dn2w	5.0	3.0	5.0	5.0					
XGXPeOXbiT-	6.0	5.0	3.0	8.0					
wPLEzBcSC7p	5.0	5.0	5.0	5.0					
sWUlKZOM8kfs	5.0	8.0	5.0	3.0					
lCYrsdHb5SQ	3.0	5.0	5.0						
HXz7Vcm3VgM	5.0	8.0	5.0						
xFiI7VmVB4H	5.0	6.0	5.0	5.0					
Xyme9p1rpZw	8.0	6.0	8.0						
c2l1XbSRnpZ	1.0	3.0	1.0	3.0					
sRsceSk_5l0	5.0	6.0	3.0	5.0					
wYZeJ3BsXl6	3.0	8.0	3.0	5.0					
IM4Iwo58T4M	5.0	8.0	3.0	1.0					
6s8XPvu7bI8	5.0	6.0	8.0	3.0					
4daKS8wEze5	5.0	5.0	3.0	3.0					
vDybC2brXKh	5.0	3.0	5.0						
QvIyd7l718	5.0	6.0	5.0						
xdVNc95sY1l	3.0	3.0	5.0						
NnHz2rU0Hjp	5.0	5.0	5.0						
b7SBTEBFnC	5.0	8.0	8.0						
UbH1jxLIPhb	5.0	5.0	8.0	5.0					
axFCgjTKP45	3.0	3.0	3.0	5.0					
DwOaHJJKy9	5.0	3.0	1.0						
bjCAHZLoKy	3.0	3.0	5.0						
7MthJsb-nm	3.0	6.0	5.0	5.0					
dCSFiAl_VO3	6.0	6.0	6.0						
cTdzZI83Iud	5.0	5.0	3.0						
CMPIBjmhpo	6.0	5.0	5.0	5.0					
nXOhmfFu5n	8.0	3.0	5.0	5.0					
jHA-yCyBGb	5.0	5.0	8.0						
hzG72qB0XQ	6.0	6.0	6.0	5.0					
n-UHRIdPju	8.0	6.0	6.0						
GpW327gxLTF	5.0	5.0	6.0						
xmXsZBRTzrI	3.0	6.0	3.0						
-lGvSmht7a	5.0	6.0	6.0	8.0					
EQfeudmWLQ	5.0	6.0	6.0	5.0					
PhkWyijGi5b	6.0	8.0	8.0	5.0					
OKcJhpQiGiX	8.0	6.0	8.0						
UiNhIyGi1MT	3.0	5.0	5.0	5.0					
oN7tNztrYa3	6.0	5.0	5.0						
LUql3ZOFwFD	3.0	3.0	5.0	3.0					
_DYi95e8CAe									
hH36JeQZDaO	5.0	6.0	5.0	5.0					
e964ppNfoIJ	5.0	8.0	6.0						
dyRVv79XBAB	3.0	3.0	6.0						
z8mVbZIMOjx	3.0	5.0	8.0						
MtGmCCPJD-	5.0	3.0	6.0	8.0					
3rGLfR0dqp	3.0	3.0	8.0	3.0					
QmH1_mn6SI	5.0	5.0	6.0	3.0					
oja19FZn5Y	3.0	6.0	3.0	3.0					
a40XE0dgOdL	5.0	3.0	8.0	6.0					
-rHOeHtdWP	3.0	3.0	5.0	5.0					
t2qu5Hotedi	5.0	5.0	6.0	6.0					
HgJ3HYIP3pY	3.0	5.0	6.0	5.0					
3mlITJRYYbs	8.0	8.0	5.0	5.0					
6PIrhAx1j4i	8.0	6.0	6.0	5.0					
cnutOGKrz7f	3.0	3.0	3.0						
sKc6fgce1zs	6.0	6.0	6.0						
1_OGWcP1s9w	6.0	6.0	8.0	8.0					
L9RXJBTQaDf	5.0	6.0	3.0						
6jqSG88Mf_D	5.0	5.0	6.0						
UmHG2bD7X3w	3.0	3.0	5.0						
lTt4KjHSsyl	10.0	8.0	8.0	8.0					
moIlFZfj_1b	6.0	6.0	8.0	8.0					
5cFfz6yMVPU	5.0	5.0	3.0						
CDlHZ78-Xzi	5.0	5.0	6.0						
Z4lOwCEJQ8Z	3.0	6.0	6.0						
DjzBCrMBJ_p	8.0	3.0	6.0	8.0					
k_iNqflnekU	5.0	8.0	5.0	3.0					
quCOIL8JQnp	3.0	3.0	3.0						
QwqxO8URJzn	3.0	8.0	3.0	3.0					
Uk40pC45YJG	5.0	5.0	3.0	5.0					
FVW7Mi2ph6C	6.0	5.0	6.0						
6aKcyoDJBaX	3.0	3.0	5.0	6.0					
yNRfzsGELb	5.0	3.0	8.0	3.0					
XnF9OtkASy	5.0	3.0	3.0	5.0					
40Mw2GJnlZ	5.0	3.0	3.0						
XYDSqLaHFVq	5.0	8.0	5.0	6.0					
OVbY-QCCjAh	3.0	3.0	6.0	3.0	5.0				
bn0GZZdDfI1	6.0	6.0	8.0	8.0					
rfvuuHmqHOQ	3.0	5.0	5.0						
ZBUthI6wK9h	8.0	8.0	8.0	8.0					
C9uEwyfklBE	5.0	5.0	3.0						
OAsXFPBfTBh	6.0	3.0	6.0						
QutyHwpIKVw	3.0	6.0	5.0	3.0					
fe2S7736sNS	3.0	8.0	6.0	6.0					
NE5P2sEK4Z5	3.0	6.0	5.0	5.0					
De4FYqjFueZ	6.0	10.0	8.0						
-itAMjwvDJC	3.0	6.0	3.0	8.0	6.0				
mumZwT6OrEV	5.0	5.0	5.0	6.0					
pNnXjO3q82	5.0	5.0	5.0						
UpyXmNMdQEn	3.0	5.0	3.0						
U09miyCFe6T	5.0	3.0	3.0						
DyFvlCAj8j_	5.0	5.0	3.0						
EO-NrUPaFLz	6.0	6.0	1.0	3.0					
zVrw4OH1Lch	6.0	6.0	6.0						
vDY5Y8HMNxO	3.0	3.0	5.0	3.0					
7Cb7Faxa1OB	6.0	6.0	6.0						
sPgP6aISLTD	5.0	6.0	6.0						
t00nS5YLjSc	6.0	3.0	3.0	3.0					
WOquZTLCBO1	6.0	8.0	8.0	8.0					
16BDzjpOwe	3.0	6.0	3.0						
22h1XSEiN0	3.0	8.0	3.0						
aG_B1SZ92t	3.0	3.0	3.0	3.0	3.0				
uTshHIKOtan	5.0	6.0	5.0	3.0					
stgewiZP0OH	3.0	3.0	5.0	8.0					
T-camDtiuUg	5.0	6.0	5.0						
oze0clVGPeX	8.0	8.0	6.0						
g-kR7WU4Iw-	5.0	3.0	8.0	5.0					
253DOGs6EF	5.0	6.0	3.0	6.0	3.0	6.0			
8uu6JStuYm	6.0	5.0	8.0	6.0					
7i6OZa7oij	8.0	8.0	8.0						
RN4iVt9ndGa	3.0	8.0	6.0						
JFtHy-Ve7e	3.0	3.0	6.0	3.0					
Tjp51oUrk3	6.0	3.0	5.0						
QubsmJT_A0	8.0	5.0	8.0	8.0					
yUY15QBERj	5.0	6.0	6.0	5.0	1.0				
eYm_Q5KLQr	3.0	3.0	5.0						
hFCUPkSSRE	3.0	3.0	6.0	6.0					
YJ7o2wetJ2	6.0	8.0	6.0	8.0					
TqCHPi7xlV	5.0	5.0	1.0						
b9tUk-f_aG	5.0	6.0	8.0	3.0					
cIbjyd2Vcy	5.0	6.0	5.0						
CtS2Rs_aYk	5.0	5.0	5.0	6.0					
JDuEddUsSb	3.0	5.0	3.0	8.0					
hT1S68yza7	5.0	5.0	3.0						
9kBCMNb5mc	6.0	6.0	3.0						
JKuBOuzntQ	5.0	3.0	3.0	6.0					
_-eJYVfSYH	5.0	3.0	5.0	1.0	3.0	5.0			
iOag71mvHI	3.0	3.0	3.0	5.0					
Ey2ePmtABj	5.0	5.0	6.0	6.0					
QHevLM-OnA	1.0	6.0	6.0	5.0					
rYgeBuEHlh	6.0	5.0	5.0	8.0					
LKXAKOxu-T	8.0	3.0	1.0						
zNVpWmE6JM	6.0	6.0	1.0	3.0					
hp_RwhKDJ5	8.0	5.0	5.0	5.0	6.0				
QFm186CbBp	5.0	3.0	5.0	3.0					
rM6CpkZLPB	5.0	3.0	3.0	5.0					
-qjmJkacGv	3.0	3.0	5.0						
AHvFDPi-FA	8.0	8.0	8.0	5.0					
74A-FDAyiL	8.0	6.0	6.0						
-H7FPruqEX	6.0	3.0	3.0	3.0					
QTXKTXJKIh	6.0	6.0	6.0						
qco4ekz2Epm	6.0	5.0	8.0	6.0	5.0				
kUf4BcWXGJr	6.0	6.0	6.0	8.0					
gy1YvA9mh6q	5.0	3.0	6.0						
HjOo2k8lhFl	5.0	8.0	8.0	8.0					
aMXD8gqsIiC	8.0	8.0	5.0						
3dnrKbeVatv	6.0	5.0	6.0	5.0					
jgUqPzuMiJQ	8.0	3.0	3.0	5.0	3.0				
wCFB37bzud4	6.0	8.0	5.0	6.0					
HPdxC1THU8T	5.0	5.0	6.0	8.0					
qqcIHdvjyJr	5.0	3.0	3.0	8.0					
MND1kmmNy0O	5.0	3.0	3.0						
ytZIYmztET	6.0	5.0	6.0	8.0					
xkSlKCYyV_	3.0	8.0	5.0	5.0					
QL85H5Mkip	5.0	5.0	5.0	8.0					
h_Ma6BSi9Q	1.0	6.0	5.0	1.0					
i8L9qoeZOS	6.0	5.0	8.0						
HWt4BBZjVW	8.0	6.0	6.0	6.0					
LemVOgJ4yP	5.0	5.0	3.0						
RKMbC8Tslx	5.0	6.0	6.0	5.0					
MZFDUB40NJ	5.0	8.0	5.0	3.0					
7hYCGFacpz	6.0	6.0	3.0						
NeDc-Ak-H_	8.0	8.0	5.0	5.0					
CN223OXgyb5	5.0	8.0	3.0	6.0					
zufPou5foW	6.0	3.0	3.0	3.0					
PzbYN5d76a	3.0	6.0	5.0	5.0					
DP_u25iQWg	3.0	3.0	3.0	3.0					
hy0a5MMPUv	5.0	6.0	8.0	8.0					
oXHHj0_NN9	6.0	1.0	3.0						
gwcQajoXNF	5.0	6.0	8.0						
OMwyBv1UBh	5.0	5.0	3.0						
PocqkbIelt	3.0	3.0	10.0	3.0					
VBQZkYu22G	5.0	3.0	1.0						
Ch4e4wk7Ew	3.0	5.0	3.0	3.0					
9OmCr1q54Z	8.0	5.0	3.0						
VqrEwH4WwI-	6.0	3.0	6.0						
xveTeHVlF7j	5.0	5.0	6.0	8.0					
sC-PmTsiTB	5.0	6.0	8.0	6.0					
LiXDW7CF94J	6.0	8.0	5.0	3.0					
r0JMLPgGXS_	3.0	3.0	8.0	8.0					
ykOpK9O5qYv	6.0	5.0	5.0	8.0					
WpGqKAEwMn	5.0	8.0	5.0	3.0					
eXkhH12DTD9	3.0	8.0	5.0	5.0					
s5NL0rQ31zJ	5.0	3.0	3.0	8.0					
im5YMG981ST	6.0	3.0	5.0	5.0					
kRCRcDayfk6	5.0	3.0	3.0	5.0					
Ajk3Bfo9AUW	5.0	1.0	3.0	3.0					
TKcVjKZ0BxE	3.0	3.0	3.0	3.0					
Uzgfy7_v7BH	6.0	5.0	5.0						
QP4nkeQ1BpT	5.0	5.0	3.0						
OAw6V3ZAhSd	6.0	6.0	6.0						
bGRqRRVA8C	5.0	3.0	6.0	3.0					
qcJmsP3oE9	8.0	6.0	5.0	3.0					
MWGDhOQkr3	3.0	5.0	6.0	6.0					
tgAI50giBbg	5.0	5.0	5.0						
p9zz7hLzH-4	5.0	6.0	6.0	5.0					
2bJ6Cqrd-a	5.0	3.0	3.0						
RZHdb7FnqlY	6.0	5.0	8.0	5.0	6.0				
1mjOVFZ3C-	6.0	3.0	3.0	3.0					
Kf7Yyf4O0u	5.0	5.0	8.0	8.0					
qg2XdQ773R	3.0	5.0	5.0						
Or8rcTLo7U	3.0	3.0	6.0	6.0					
mMaInr0r0c	5.0	6.0	8.0						
U_2kuqoTcB	5.0	5.0	6.0	8.0					
dZrQR7OR11	6.0	5.0	5.0	6.0					
JLR_B7n_Wqr	6.0	8.0	3.0						
Mj7K4lglGyj	6.0	6.0	3.0						
rByagyHWlpb	5.0	5.0	6.0	3.0					
tNAYMjSd296	5.0	8.0	3.0						
S4PGxCIbznF	3.0	5.0	6.0	5.0					
wysXxmukfCA	8.0	5.0	3.0						
lh-HRYxuoRr	6.0	6.0	5.0	6.0					
QYiN3R9nVUG	5.0	3.0	3.0						
uBKBoix9NXa	5.0	6.0	5.0	5.0					
ztgT8Iok130	1.0	5.0	8.0	3.0					
ul7HSEpkEHX	3.0	6.0	3.0	3.0					
FDiO2xfKnkj	3.0	3.0	5.0	3.0					
lXMlDL78Alx	5.0	5.0	8.0						
Hrj3MhDO_a	6.0	3.0	5.0	3.0					
Pv1GPQzRrC8	8.0	6.0	6.0	8.0					
cRzIAw8Rem2	6.0	3.0	5.0						
SYsmAZ8PHez	6.0	5.0	3.0	5.0					
wHt8UumYfGT	5.0	3.0	6.0	5.0					
4ojYamKgnQc	6.0	3.0	5.0	6.0	5.0				
xgQO2_F-w8b	6.0	5.0	6.0						
3Pf3Wg6o-A4	8.0	6.0	8.0	8.0	8.0				
nMZhFqYsiad	3.0	5.0	3.0	3.0					
6iVJOtr2zL2	5.0	6.0	3.0	6.0					
nlda8uNdwuJ	6.0	3.0	3.0	8.0					
ATLEl_izD87	6.0	5.0	5.0	6.0					
cA77NrVEuqn	8.0	6.0	5.0						
eWvjcZIZrWu	1.0	5.0	3.0						
8JsaP7j1cL0	5.0	8.0	5.0						
mAWJpM7S21-	5.0	5.0	5.0	5.0					
eLgK35G3A5d	3.0	5.0	5.0	3.0					
fUX3bszZSOw	6.0	6.0	3.0	5.0					
RnH_0iL4xao	5.0	6.0	5.0						
9Nj_gNdvqYf	3.0	6.0	6.0	8.0					
PExjmUwEAAH	6.0	3.0	6.0	3.0					
O2cW5Q3bH_M	5.0	6.0	6.0	6.0					
CROlOA9Nd8C	8.0	5.0	5.0	6.0					
iI8zWfCyCIQ	5.0	6.0	5.0	5.0					
vHgL7XYBiTd	3.0	6.0	5.0						
6uv5W_DXvRr	5.0	3.0	3.0						
bW-gfNJatfXX	5.0	6.0	5.0	5.0					
Z-CqSH6J_VK	5.0	5.0	3.0	3.0					
HLQyRgRnoXo	5.0	5.0	5.0	5.0					
vKHuq9WeHMU									
-CA8yFkPc7O	8.0	5.0	3.0	8.0					
xkev3_np08z	6.0	10.0	5.0	8.0					
AXP2Sf6qqSZ	3.0	3.0	5.0	3.0					
IERSU0La-Nt	3.0	3.0	3.0	1.0					
bp6Lr0TmmUS	3.0	3.0	6.0	3.0					
bG0TaFFa1c9	5.0	6.0	1.0						
-k7Lvk0GpBl	5.0	6.0	8.0						
K1KJ0NbFu1h	3.0	5.0	6.0						
ZfILgclY4J-	3.0	5.0	6.0	5.0					
XkYe7K_AQ8I	3.0	5.0	3.0						
xjb563TH-GH	8.0	6.0	6.0						
dO4aZ9-CsTn	5.0	5.0	3.0						
bvxY6ThxGzB	5.0	5.0	8.0	5.0					
zuQQ7GrDFfH	3.0	6.0	6.0						
dMMPUvNSYJr	5.0	5.0	5.0	6.0					
o8HjiLULWq5	3.0	3.0	3.0	3.0					
O5PXo5Y0csVi	5.0	3.0	5.0	5.0					
TLx9diIRJVj	3.0	5.0	3.0						
lIu-ixf-Tzf	3.0	6.0	8.0	6.0					
CCF5eG4UPNS	5.0	5.0	5.0						
5d_yTyTj646	3.0	6.0	3.0	5.0	6.0				
QVSoh6VM4nG	6.0	3.0	3.0	6.0					
i1Z_VysEgu8	3.0	3.0	3.0	3.0					
OIcMPYZXFPL	3.0	6.0	8.0	5.0					
cXMHQD-xQas	3.0	6.0	8.0						
tMfuHn80HtH	6.0	5.0	3.0	5.0					
4C8ChYvMYBn	8.0	6.0	3.0	6.0					
ceOdspvoaEA	6.0	8.0	5.0	3.0					
2L-nspTvNVC	3.0	6.0	3.0						
3lJ3pMuAwDT	3.0	5.0	3.0	3.0					
Ph5cJSfD2XN	6.0	8.0	5.0						
2aSj08z30A1	5.0	5.0	5.0	6.0					
N4k3klHNzQj	5.0	5.0	5.0	5.0					
uw9hk67tDEE	3.0	3.0	3.0	1.0					
ocyru3h_WIi	1.0	6.0	6.0						
5ZSBBhiAapV	3.0	6.0	1.0	5.0	5.0				
nnrdKoTNDV6	3.0	3.0	3.0	3.0					
mE91GkXYipg	6.0	6.0	6.0	6.0					
fSa5IjNMmmi	5.0	6.0	5.0	6.0					
KPyHNVpear1	3.0	8.0	3.0	3.0					
9X3UZJSGIg9	3.0	6.0	5.0	5.0					
rpVxn-rX2Wh	6.0	5.0	3.0	6.0					
eHrqmewX1B-	6.0	3.0	6.0	8.0					
IWoHx6bY4Zm	5.0	3.0	3.0						
nG9RF9z1yy3	8.0	8.0	6.0						
1TxMUE7cF6_	6.0	6.0	6.0	5.0					
Ll21hhIJ_oG	6.0	5.0	3.0						
7oPAgqxNb20	5.0	6.0	3.0	3.0					
n6H86gW8u0d	5.0	8.0	5.0						
x01dnxUEDRv	6.0	3.0	3.0						
ukea-WPOL4Dw	5.0	6.0	3.0	8.0					
Vk-34OQ7rFo	5.0	5.0	8.0	5.0					
4vYWYGd13cZ	5.0	5.0	3.0	3.0					
Rb3RN0maB7F	5.0	3.0	5.0	3.0					
4CQ9os3s4h3	3.0	6.0	8.0						
udNhDCr2KQe	6.0	8.0	3.0	3.0					
q4qocCgE3uM	5.0	5.0	3.0	5.0					
GrpU6dxFmMN	5.0	6.0	8.0	5.0					
kDSmxOspsXQ	8.0	6.0	6.0	5.0	8.0				
7tmlbL5JQyt	3.0	3.0	3.0						
35PLkGkJOQ4	5.0	5.0	5.0	3.0					
WlbG820mRH-	8.0	10.0	8.0	3.0					
t9myAV_dpCB	6.0	5.0	3.0						
04OL67rm6ok	3.0	3.0	3.0						
vFK6PhTxKHR7	3.0	3.0	3.0	3.0					
4DU_HCijfJp	6.0	5.0	3.0						
K7YxdCYmd6w	3.0	1.0	5.0	3.0					
PfpEtB3-csK	6.0	6.0	8.0	8.0					
pHMpgT5xWaE	5.0	5.0	6.0	3.0					
p4RvNzlJX7W	5.0	3.0	5.0	8.0					
piIsx-G3Gux	6.0	5.0	6.0	5.0					
ujibH3ervr	6.0	3.0	3.0						
IN499pgOOEl	3.0	3.0	8.0	3.0					
O_lFCPaF48t	3.0	5.0	8.0	6.0					
1UCaQYUdE_o	6.0	6.0	6.0						
q-PbpHD3EOk	6.0	3.0	6.0						
E2y2TrpJhYN	5.0	1.0	5.0						
QsgeAdRwILD	3.0	3.0	8.0	3.0	5.0				
Y5SEe3dfniJ	6.0	8.0	5.0						
FtOxgKe_Zg2	8.0	6.0	6.0						
fBoNN1Y6PjG	8.0	5.0	5.0	5.0					
_BoPed4tYww	3.0	8.0	6.0	6.0					
hrRNkyyGGgx	6.0	1.0	6.0	3.0					
3urtgEaXCA9	3.0	5.0	5.0	6.0					
0vG8GbuPOH3	6.0	3.0	3.0	5.0					
Cx1xYn6vVm2	5.0	6.0	3.0	6.0	6.0	5.0	3.0	3.0	
Lt8bMlhiwx2	6.0	5.0	5.0	6.0	6.0	5.0			
